ITEM_NAME_000;Potion
ITEM_NAME_ABILITYBOOK_101_LC05;Resist Stun seeds
ITEM_NAME_ABILITYBOOK_101_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_101_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_101_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_101_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_102;Resist Poison Seed
ITEM_NAME_ABILITYBOOK_102_LC01;Resist Poison seed
ITEM_NAME_ABILITYBOOK_102_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_102_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_102_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_102_LC05;Resist Poison seeds
ITEM_NAME_ABILITYBOOK_102_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_102_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_102_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_102_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_103;Resist Sleep Seed
ITEM_NAME_ABILITYBOOK_103_LC01;Resist Sleep seed
ITEM_NAME_ABILITYBOOK_103_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_103_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_103_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_103_LC05;Resist Sleep seeds
ITEM_NAME_ABILITYBOOK_103_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_103_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_103_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_103_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_104;Resist Confusion Seed
ITEM_NAME_ABILITYBOOK_104_LC01;Resist Confusion seed
ITEM_NAME_ABILITYBOOK_104_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_104_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_104_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_104_LC05;Resist Confusion seeds
ITEM_NAME_ABILITYBOOK_104_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_104_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_104_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_104_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_105;Resist Blindness Seed
ITEM_NAME_ABILITYBOOK_105_LC01;Resist Blindness seed
ITEM_NAME_ABILITYBOOK_105_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_105_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_105_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_105_LC05;Resist Blindness seeds
ITEM_NAME_ABILITYBOOK_105_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_105_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_105_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_105_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_106;Resist Oblivion Seed
ITEM_NAME_ABILITYBOOK_106_LC01;Resist Oblivion seed
ITEM_NAME_ABILITYBOOK_106_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_106_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_106_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_106_LC05;Resist Oblivion seeds
ITEM_NAME_ABILITYBOOK_106_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_106_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_106_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_106_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_107;Resist Berserk Seed
ITEM_NAME_ABILITYBOOK_107_LC01;Resist Berserk seed
ITEM_NAME_ABILITYBOOK_107_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_107_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_107_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_107_LC05;Resist Berserk seeds
ITEM_NAME_ABILITYBOOK_107_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_107_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_107_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_107_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_108;Resist Slow Seed
ITEM_NAME_ABILITYBOOK_108_LC01;Resist Slow seed
ITEM_NAME_ABILITYBOOK_108_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_108_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_108_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_108_LC05;Resist Slow seeds
ITEM_NAME_ABILITYBOOK_108_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_108_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_108_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_108_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_109;Resist Strength↓ Seed
ITEM_NAME_ABILITYBOOK_109_LC01;Resist Strength↓ seed
ITEM_NAME_ABILITYBOOK_109_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_109_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_109_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_109_LC05;Resist Strength↓ seeds
ITEM_NAME_ABILITYBOOK_109_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_109_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_109_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_109_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_110;Resist Defense↓ Seed
ITEM_NAME_ABILITYBOOK_110_LC01;Resist Defense↓ seed
ITEM_NAME_ABILITYBOOK_110_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_110_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_110_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_110_LC05;Resist Defense↓ seeds
ITEM_NAME_ABILITYBOOK_110_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_110_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_110_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_110_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_111;Resist Magic↓ Seed
ITEM_NAME_ABILITYBOOK_111_LC01;Resist Magic↓ seed
ITEM_NAME_ABILITYBOOK_111_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_111_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_111_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_111_LC05;Resist Magic↓ seeds
ITEM_NAME_ABILITYBOOK_111_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_111_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_111_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_111_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_112;Resist Magic Defense↓ Seed
ITEM_NAME_ABILITYBOOK_112_LC01;Resist Magic Defense↓ seed
ITEM_NAME_ABILITYBOOK_112_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_112_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_112_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_112_LC05;Resist Magic Defense↓ seeds
ITEM_NAME_ABILITYBOOK_112_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_112_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_112_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_112_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_113;Resist Accuracy↓ Seed
ITEM_NAME_ABILITYBOOK_113_LC01;Resist Accuracy↓ seed
ITEM_NAME_ABILITYBOOK_113_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_113_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_113_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_113_LC05;Resist Accuracy↓ seeds
ITEM_NAME_ABILITYBOOK_113_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_113_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_113_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_113_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_114;Resist Evasion↓ Seed
ITEM_NAME_ABILITYBOOK_114_LC01;Resist Evasion↓ seed
ITEM_NAME_ABILITYBOOK_114_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_114_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_114_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_114_LC05;Resist Evasion↓ seeds
ITEM_NAME_ABILITYBOOK_114_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_114_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_114_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_114_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_115;Safety Bit Seed
ITEM_NAME_ABILITYBOOK_115_LC01;Safety Bit seed
ITEM_NAME_ABILITYBOOK_115_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_115_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_115_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_115_LC05;Safety Bit seeds
ITEM_NAME_ABILITYBOOK_115_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_115_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_115_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_115_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_116;Stealth Seed
ITEM_NAME_ABILITYBOOK_116_LC01;Stealth seed
ITEM_NAME_ABILITYBOOK_116_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_116_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_116_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_116_LC05;Stealth seeds
ITEM_NAME_ABILITYBOOK_116_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_116_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_116_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_116_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_117;Vigilance Seed
ITEM_NAME_ABILITYBOOK_117_LC01;Vigilance seed
ITEM_NAME_ABILITYBOOK_117_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_117_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_117_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_117_LC05;Vigilance seeds
ITEM_NAME_ABILITYBOOK_117_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_117_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_117_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_117_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_118;First Strike Seed
ITEM_NAME_ABILITYBOOK_118_LC01;First Strike seed
ITEM_NAME_ABILITYBOOK_118_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_118_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_118_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_118_LC05;First Strike seeds
ITEM_NAME_ABILITYBOOK_118_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_118_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_118_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_118_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_119;EXP Boost Seed
ITEM_NAME_ABILITYBOOK_119_LC01;EXP Boost seed
ITEM_NAME_ABILITYBOOK_119_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_119_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_119_LC04;an<SPACE>
ITEM_NAME_ABILITYBOOK_119_LC05;EXP Boost seeds
ITEM_NAME_ABILITYBOOK_119_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_119_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_119_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_119_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_120;Gilfinder Seed
ITEM_NAME_ABILITYBOOK_120_LC01;Gilfinder seed
ITEM_NAME_ABILITYBOOK_120_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_120_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_120_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_120_LC05;Gilfinder seeds
ITEM_NAME_ABILITYBOOK_120_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_120_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_120_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_120_LC09;NOT USED
ITEM_NAME_ABILITYBOOK_121;Treasure Hunter Seed
ITEM_NAME_ABILITYBOOK_121_LC01;Treasure Hunter seed
ITEM_NAME_ABILITYBOOK_121_LC02;NOT USED
ITEM_NAME_ABILITYBOOK_121_LC03;the<SPACE>
ITEM_NAME_ABILITYBOOK_121_LC04;a<SPACE>
ITEM_NAME_ABILITYBOOK_121_LC05;Treasure Hunter seeds
ITEM_NAME_ABILITYBOOK_121_LC06;NOT USED
ITEM_NAME_ABILITYBOOK_121_LC07;NOT USED
ITEM_NAME_ABILITYBOOK_121_LC08;NOT USED
ITEM_NAME_ABILITYBOOK_121_LC09;NOT USED
ITEM_NAME_ABILITYSTONE_000;FIRE EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_000_LC01;FIRE EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_000_LC02;NOT USED
ITEM_NAME_ABILITYSTONE_000_LC03;NOT USED
ITEM_NAME_ABILITYSTONE_000_LC04;NOT USED
ITEM_NAME_ABILITYSTONE_000_LC05;FIRE EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_000_LC06;NOT USED
ITEM_NAME_ABILITYSTONE_000_LC07;NOT USED
ITEM_NAME_ABILITYSTONE_000_LC08;NOT USED
ITEM_NAME_ABILITYSTONE_000_LC09;NOT USED
ITEM_NAME_ABILITYSTONE_001;CURE EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_001_LC01;CURE EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_001_LC02;NOT USED
ITEM_NAME_ABILITYSTONE_001_LC03;NOT USED
ITEM_NAME_ABILITYSTONE_001_LC04;NOT USED
ITEM_NAME_ABILITYSTONE_001_LC05;CURE EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_001_LC06;NOT USED
ITEM_NAME_ABILITYSTONE_001_LC07;NOT USED
ITEM_NAME_ABILITYSTONE_001_LC08;NOT USED
ITEM_NAME_ABILITYSTONE_001_LC09;NOT USED
ITEM_NAME_ABILITYSTONE_002;HP +10% EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_002_LC01;HP +10% EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_002_LC02;NOT USED
ITEM_NAME_ABILITYSTONE_002_LC03;NOT USED
ITEM_NAME_ABILITYSTONE_002_LC04;NOT USED
ITEM_NAME_ABILITYSTONE_002_LC05;HP +10% EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_002_LC06;NOT USED
ITEM_NAME_ABILITYSTONE_002_LC07;NOT USED
ITEM_NAME_ABILITYSTONE_002_LC08;NOT USED
ITEM_NAME_ABILITYSTONE_002_LC09;NOT USED
ITEM_NAME_ABILITYSTONE_003;STR +10% EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_003_LC01;STR +10% EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_003_LC02;NOT USED
ITEM_NAME_ABILITYSTONE_003_LC03;NOT USED
ITEM_NAME_ABILITYSTONE_003_LC04;NOT USED
ITEM_NAME_ABILITYSTONE_003_LC05;STR +10% EMPTY ABILITY (DUMMY)
ITEM_NAME_ABILITYSTONE_003_LC06;NOT USED
ITEM_NAME_ABILITYSTONE_003_LC07;NOT USED
ITEM_NAME_ABILITYSTONE_003_LC08;NOT USED
ITEM_NAME_ABILITYSTONE_003_LC09;NOT USED
DEBUG_ITEM_NAME_000;[DEBUG] DEATH
DEBUG_ITEM_NAME_000_LC01;[DEBUG] DEATH
DEBUG_ITEM_NAME_000_LC02;NOT USED
DEBUG_ITEM_NAME_000_LC03;NOT USED
DEBUG_ITEM_NAME_000_LC04;NOT USED
DEBUG_ITEM_NAME_000_LC05;[DEBUG] DEATH
DEBUG_ITEM_NAME_000_LC06;NOT USED
DEBUG_ITEM_NAME_000_LC07;NOT USED
DEBUG_ITEM_NAME_000_LC08;NOT USED
DEBUG_ITEM_NAME_000_LC09;NOT USED
DEBUG_ITEM_NAME_001;[DEBUG] ALL DEATH
DEBUG_ITEM_NAME_001_LC01;[DEBUG] ALL DEATH
DEBUG_ITEM_NAME_001_LC02;NOT USED
DEBUG_ITEM_NAME_001_LC03;NOT USED
DEBUG_ITEM_NAME_001_LC04;NOT USED
DEBUG_ITEM_NAME_001_LC05;[DEBUG] ALL DEATH
DEBUG_ITEM_NAME_001_LC06;NOT USED
DEBUG_ITEM_NAME_001_LC07;NOT USED
DEBUG_ITEM_NAME_001_LC08;NOT USED
DEBUG_ITEM_NAME_001_LC09;NOT USED
DEBUG_ITEM_NAME_002;[DEBUG] RECOVER HP ALL
DEBUG_ITEM_NAME_002_LC01;[DEBUG] RECOVER HP ALL
DEBUG_ITEM_NAME_002_LC02;NOT USED
DEBUG_ITEM_NAME_002_LC03;NOT USED
DEBUG_ITEM_NAME_002_LC04;NOT USED
DEBUG_ITEM_NAME_002_LC05;[DEBUG] RECOVER HP ALL
DEBUG_ITEM_NAME_002_LC06;NOT USED
DEBUG_ITEM_NAME_002_LC07;NOT USED
DEBUG_ITEM_NAME_002_LC08;NOT USED
DEBUG_ITEM_NAME_002_LC09;NOT USED
DEBUG_ITEM_NAME_003;[DEBUG] RECOVER AP ALL
DEBUG_ITEM_NAME_003_LC01;[DEBUG] RECOVER AP ALL
DEBUG_ITEM_NAME_003_LC02;NOT USED
DEBUG_ITEM_NAME_003_LC03;NOT USED
DEBUG_ITEM_NAME_003_LC04;NOT USED
DEBUG_ITEM_NAME_003_LC05;[DEBUG] RECOVER AP ALL
DEBUG_ITEM_NAME_003_LC06;NOT USED
DEBUG_ITEM_NAME_003_LC07;NOT USED
DEBUG_ITEM_NAME_003_LC08;NOT USED
DEBUG_ITEM_NAME_003_LC09;NOT USED
DEBUG_ITEM_NAME_004;[DEBUG] PRISMTUNITY
DEBUG_ITEM_NAME_004_LC01;[DEBUG] PRISMTUNITY
DEBUG_ITEM_NAME_004_LC02;NOT USED
DEBUG_ITEM_NAME_004_LC03;NOT USED
DEBUG_ITEM_NAME_004_LC04;NOT USED
DEBUG_ITEM_NAME_004_LC05;[DEBUG] PRISMTUNITY
DEBUG_ITEM_NAME_004_LC06;NOT USED
DEBUG_ITEM_NAME_004_LC07;NOT USED
DEBUG_ITEM_NAME_004_LC08;NOT USED
DEBUG_ITEM_NAME_004_LC09;NOT USED
DEBUG_ITEM_NAME_005;[DEBUG] RECOVER HP/AP ALL
DEBUG_ITEM_NAME_005_LC01;[DEBUG] RECOVER HP/AP ALL
DEBUG_ITEM_NAME_005_LC02;NOT USED
DEBUG_ITEM_NAME_005_LC03;NOT USED
DEBUG_ITEM_NAME_005_LC04;NOT USED
DEBUG_ITEM_NAME_005_LC05;[DEBUG] RECOVER HP/AP ALL
DEBUG_ITEM_NAME_005_LC06;NOT USED
DEBUG_ITEM_NAME_005_LC07;NOT USED
DEBUG_ITEM_NAME_005_LC08;NOT USED
DEBUG_ITEM_NAME_005_LC09;NOT USED
DEBUG_ITEM_NAME_006;[DEBUG] RESERVED
DEBUG_ITEM_NAME_006_LC01;[DEBUG] RESERVED
DEBUG_ITEM_NAME_006_LC02;NOT USED
DEBUG_ITEM_NAME_006_LC03;NOT USED
DEBUG_ITEM_NAME_006_LC04;NOT USED
DEBUG_ITEM_NAME_006_LC05;[DEBUG] RESERVED
DEBUG_ITEM_NAME_006_LC06;NOT USED
DEBUG_ITEM_NAME_006_LC07;NOT USED
DEBUG_ITEM_NAME_006_LC08;NOT USED
DEBUG_ITEM_NAME_006_LC09;NOT USED
DEBUG_ITEM_NAME_007;[DEBUG] DIE
DEBUG_ITEM_NAME_007_LC01;[DEBUG] DIE
DEBUG_ITEM_NAME_007_LC02;NOT USED
DEBUG_ITEM_NAME_007_LC03;NOT USED
DEBUG_ITEM_NAME_007_LC04;NOT USED
DEBUG_ITEM_NAME_007_LC05;[DEBUG] DIE
DEBUG_ITEM_NAME_007_LC06;NOT USED
DEBUG_ITEM_NAME_007_LC07;NOT USED
DEBUG_ITEM_NAME_007_LC08;NOT USED
DEBUG_ITEM_NAME_007_LC09;NOT USED
DEBUG_ITEM_NAME_008;[DEBUG] STUN
DEBUG_ITEM_NAME_008_LC01;[DEBUG] STUN
DEBUG_ITEM_NAME_008_LC02;NOT USED
DEBUG_ITEM_NAME_008_LC03;NOT USED
DEBUG_ITEM_NAME_008_LC04;NOT USED
DEBUG_ITEM_NAME_008_LC05;[DEBUG] STUN
DEBUG_ITEM_NAME_008_LC06;NOT USED
DEBUG_ITEM_NAME_008_LC07;NOT USED
DEBUG_ITEM_NAME_008_LC08;NOT USED
DEBUG_ITEM_NAME_008_LC09;NOT USED
DEBUG_ITEM_NAME_009;[DEBUG] POISON
DEBUG_ITEM_NAME_009_LC01;[DEBUG] POISON
DEBUG_ITEM_NAME_009_LC02;NOT USED
DEBUG_ITEM_NAME_009_LC03;NOT USED
DEBUG_ITEM_NAME_009_LC04;NOT USED
DEBUG_ITEM_NAME_009_LC05;[DEBUG] POISON
DEBUG_ITEM_NAME_009_LC06;NOT USED
DEBUG_ITEM_NAME_009_LC07;NOT USED
DEBUG_ITEM_NAME_009_LC08;NOT USED
DEBUG_ITEM_NAME_009_LC09;NOT USED
DEBUG_ITEM_NAME_010;[DEBUG] SLEEP
DEBUG_ITEM_NAME_010_LC01;[DEBUG] SLEEP
DEBUG_ITEM_NAME_010_LC02;NOT USED
DEBUG_ITEM_NAME_010_LC03;NOT USED
DEBUG_ITEM_NAME_010_LC04;NOT USED
DEBUG_ITEM_NAME_010_LC05;[DEBUG] SLEEP
DEBUG_ITEM_NAME_010_LC06;NOT USED
DEBUG_ITEM_NAME_010_LC07;NOT USED
DEBUG_ITEM_NAME_010_LC08;NOT USED
DEBUG_ITEM_NAME_010_LC09;NOT USED
DEBUG_ITEM_NAME_011;[DEBUG] CONFUSE
DEBUG_ITEM_NAME_011_LC01;[DEBUG] CONFUSE
DEBUG_ITEM_NAME_011_LC02;NOT USED
DEBUG_ITEM_NAME_011_LC03;NOT USED
DEBUG_ITEM_NAME_011_LC04;NOT USED
DEBUG_ITEM_NAME_011_LC05;[DEBUG] CONFUSE
DEBUG_ITEM_NAME_011_LC06;NOT USED
DEBUG_ITEM_NAME_011_LC07;NOT USED
DEBUG_ITEM_NAME_011_LC08;NOT USED
DEBUG_ITEM_NAME_011_LC09;NOT USED
DEBUG_ITEM_NAME_012;[DEBUG] BLIND
DEBUG_ITEM_NAME_012_LC01;[DEBUG] BLIND
DEBUG_ITEM_NAME_012_LC02;NOT USED
DEBUG_ITEM_NAME_012_LC03;NOT USED
DEBUG_ITEM_NAME_012_LC04;NOT USED
DEBUG_ITEM_NAME_012_LC05;[DEBUG] BLIND
DEBUG_ITEM_NAME_012_LC06;NOT USED
DEBUG_ITEM_NAME_012_LC07;NOT USED
DEBUG_ITEM_NAME_012_LC08;NOT USED
DEBUG_ITEM_NAME_012_LC09;NOT USED
DEBUG_ITEM_NAME_013;[DEBUG] OBLIVION
DEBUG_ITEM_NAME_013_LC01;[DEBUG] OBLIVION
DEBUG_ITEM_NAME_013_LC02;NOT USED
DEBUG_ITEM_NAME_013_LC03;NOT USED
DEBUG_ITEM_NAME_013_LC04;NOT USED
DEBUG_ITEM_NAME_013_LC05;[DEBUG] OBLIVION
DEBUG_ITEM_NAME_013_LC06;NOT USED
DEBUG_ITEM_NAME_013_LC07;NOT USED
DEBUG_ITEM_NAME_013_LC08;NOT USED
DEBUG_ITEM_NAME_013_LC09;NOT USED
DEBUG_ITEM_NAME_014;[DEBUG] BERSERK
DEBUG_ITEM_NAME_014_LC01;[DEBUG] BERSERK
DEBUG_ITEM_NAME_014_LC02;NOT USED
DEBUG_ITEM_NAME_014_LC03;NOT USED
DEBUG_ITEM_NAME_014_LC04;NOT USED
DEBUG_ITEM_NAME_014_LC05;[DEBUG] BERSERK
DEBUG_ITEM_NAME_014_LC06;NOT USED
DEBUG_ITEM_NAME_014_LC07;NOT USED
DEBUG_ITEM_NAME_014_LC08;NOT USED
DEBUG_ITEM_NAME_014_LC09;NOT USED
DEBUG_ITEM_NAME_015;[DEBUG] DOOM
DEBUG_ITEM_NAME_015_LC01;[DEBUG] DOOM
DEBUG_ITEM_NAME_015_LC02;NOT USED
DEBUG_ITEM_NAME_015_LC03;NOT USED
DEBUG_ITEM_NAME_015_LC04;NOT USED
DEBUG_ITEM_NAME_015_LC05;[DEBUG] DOOM
DEBUG_ITEM_NAME_015_LC06;NOT USED
DEBUG_ITEM_NAME_015_LC07;NOT USED
DEBUG_ITEM_NAME_015_LC08;NOT USED
DEBUG_ITEM_NAME_015_LC09;NOT USED
DEBUG_ITEM_NAME_016;[DEBUG] PROTECT
DEBUG_ITEM_NAME_016_LC01;[DEBUG] PROTECT
DEBUG_ITEM_NAME_016_LC02;NOT USED
DEBUG_ITEM_NAME_016_LC03;NOT USED
DEBUG_ITEM_NAME_016_LC04;NOT USED
DEBUG_ITEM_NAME_016_LC05;[DEBUG] PROTECT
DEBUG_ITEM_NAME_016_LC06;NOT USED
DEBUG_ITEM_NAME_016_LC07;NOT USED
DEBUG_ITEM_NAME_016_LC08;NOT USED
DEBUG_ITEM_NAME_016_LC09;NOT USED
DEBUG_ITEM_NAME_017;[DEBUG] SHELL
DEBUG_ITEM_NAME_017_LC01;[DEBUG] SHELL
DEBUG_ITEM_NAME_017_LC02;NOT USED
DEBUG_ITEM_NAME_017_LC03;NOT USED
DEBUG_ITEM_NAME_017_LC04;NOT USED
DEBUG_ITEM_NAME_017_LC05;[DEBUG] SHELL
DEBUG_ITEM_NAME_017_LC06;NOT USED
DEBUG_ITEM_NAME_017_LC07;NOT USED
DEBUG_ITEM_NAME_017_LC08;NOT USED
DEBUG_ITEM_NAME_017_LC09;NOT USED
DEBUG_ITEM_NAME_018;[DEBUG] REFLECT
DEBUG_ITEM_NAME_018_LC01;[DEBUG] REFLECT
DEBUG_ITEM_NAME_018_LC02;NOT USED
DEBUG_ITEM_NAME_018_LC03;NOT USED
DEBUG_ITEM_NAME_018_LC04;NOT USED
DEBUG_ITEM_NAME_018_LC05;[DEBUG] REFLECT
DEBUG_ITEM_NAME_018_LC06;NOT USED
DEBUG_ITEM_NAME_018_LC07;NOT USED
DEBUG_ITEM_NAME_018_LC08;NOT USED
DEBUG_ITEM_NAME_018_LC09;NOT USED
DEBUG_ITEM_NAME_019;[DEBUG] REGEN
DEBUG_ITEM_NAME_019_LC01;[DEBUG] REGEN
DEBUG_ITEM_NAME_019_LC02;NOT USED
DEBUG_ITEM_NAME_019_LC03;NOT USED
DEBUG_ITEM_NAME_019_LC04;NOT USED
DEBUG_ITEM_NAME_019_LC05;[DEBUG] REGEN
DEBUG_ITEM_NAME_019_LC06;NOT USED
DEBUG_ITEM_NAME_019_LC07;NOT USED
DEBUG_ITEM_NAME_019_LC08;NOT USED
DEBUG_ITEM_NAME_019_LC09;NOT USED
DEBUG_ITEM_NAME_020;[DEBUG] HASTE
DEBUG_ITEM_NAME_020_LC01;[DEBUG] HASTE
DEBUG_ITEM_NAME_020_LC02;NOT USED
DEBUG_ITEM_NAME_020_LC03;NOT USED
