ITEM_NAME_MIRASTONE_001;Fire Mirajewel
ITEM_INFO_LONG_MIRASTONE_080;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_081;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_082;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_083;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_084;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_085;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_086;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_087;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_088;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_089;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_090;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_091;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_092;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_093;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_094;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_095;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_096;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_097;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_098;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_099;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_100;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_101;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_102;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_103;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_104;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_105;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_106;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_107;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_108;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_109;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_110;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_111;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_112;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_113;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_114;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_115;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_116;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_117;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_118;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_119;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_120;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_121;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_122;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_123;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_124;While equipped, grants Lann or Reynn the effects of this ability.
