CHARACTER_JITEN_01_VOICEACTOR;CV: Josh Keaton / Soma Saito
CHARACTER_JITEN_43_4;[#ff368c79]Parallel Worlds[/#][~]The Coliseum’s true name is “Battle Arena Alexander.” That’s right—the Coliseum is actually a massive esper like Big Bridge.[~][~]If we can get metaphysical for a moment, Enna Kros (aka the god Alexander) has created each of her worlds, including Grymoire, as an “array” of possibilities. The world’s history diverges at random (but dimensionally feasible) points to create multiple possible outcomes, and each of these potential courses exists as its own parallel world within the array. While Enna Kros only maintains enough instances of each world as needed for an outside group of intermediaries or “players,” the array still acts as ample insurance to prevent the world from being doomed by a single catastrophic turn of events.[~][~]Battle Arena Alexander, who was summoned to Grymoire by Enna Kros, is able to generate a special mist that allows it to connect to other parallel worlds in the array (in a limited capacity that poses no threat to the other worlds’ stability).[~][~]However, like all espers that have manifested as structures, the Coliseum does very little in the way of thinking, and so it requires a manager to ensure fights are run properly. Ever since winning the first WOFF Battle Championship, the Master Tonberry and his descendants have assumed this responsibility. The current Coliseum manager is the 42nd Master Tonberry in his line.[~][~]
CHARACTER_JITEN_43_5;"[#ff368c79]That Voice![/#][~]Surprised that the tonberry has such a, uh, [f2]manly [/f]voice? He sounds like he could cause unicorns to faint
CHARACTER_JITEN_44_VOICEACTOR;CV: Bailey Gambertoglio / Sumire Morohashi
CHARACTER_JITEN_44_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY III[/f][~]
CHARACTER_JITEN_44_1;[#ff368c79]Notes:[/#] Plundering pirate / Avid reader / Told the twins about the keys in the prophecy[~][~]
CHARACTER_JITEN_44_2;[#ff368c79]A Series Regular[/#][~]Since their first appearance in a FINAL FANTASY game, the moogles and their trademark “kupo” have gone on to appear in a number of stories inside and outside the FF universe. They’re something of a mascot.[~][~]In [f2]FINAL FANTASY VI[/f], moogles popped up on a black screen to provide players with hints. That seems to have cemented their role in FF history as guides and purveyors of various player-friendly services.[~][~]In our tale, Mog conveniently shows up to tell the twins about the keys they need. Does that make him a “deus ex mogina”?[~][~]
CHARACTER_JITEN_44_3;[#ff368c79]Transfig Fashion[/#][~]So, you may be wondering if a kupirate is just a regular moogle in fancy clothes. Not so! Just like with any other Mirage, Mog here is able to transfig in and out of kupirate form. It certainly helps him save on closet space.[~][~]
CHARACTER_JITEN_44_4;[#ff368c79]Moogle Mischief[/#][~]Most moogles you’ll meet are unrepentant pranksters, and this one’s no different. Playfulness appears to be built right into their pom-poms.[~][~]
CHARACTER_JITEN_44_5;[#ff368c79]Old Friends[/#][~]Mog, the Cactuar Conductor, and the Master Tonberry go way back. In another time and another place (okay, actually another game), they were originally going to team up as the “Cranberry Knights.” Sadly, due to unavoidable circumstances, that particular tale had to go untold. Their personalities, however, live on in their adventures in Grymoire.[~][~]
CHARACTER_JITEN_45_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY V[/f][~]
CHARACTER_JITEN_45_1;[#ff368c79]Notes:[/#] Faris’s closest friend / Pirate ship power source[~][~]
CHARACTER_JITEN_45_2;[#ff368c79]Syldra’s Clan[/#][~]While seemingly a unique Mirage, Syldra used to have a larger family. Her clan is gone now, but at least one extant relative, the sea dragon elasmos, appears to live on somewhere in Grymoire.[~][~]
CHARACTER_JITEN_45_3;"[#ff368c79]Exceptionally Talented[/#][~]Syldra can single-handedly pull a ship through the ocean, drive off a band of Bahamutian soldiers in one blow, and even cross to the Low Seas. She’s certainly impressive.[~][~]However, Syldra wasn’t summoned to Grymoire, nor is she merely some pet. Faris found Syldra struggling in the river shallows
CHARACTER_JITEN_46_VOICEACTOR;CV: Melissa Fahn / Misaki Kuno
CHARACTER_JITEN_46_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY XIII[/f][~]
CHARACTER_JITEN_46_1;[#ff368c79]Age in Grymoire:[/#] Unknown[~][~][#ff368c79]Notes:[/#] A slightly undersized, but otherwise ordinary chocochick / Or is she?[~][~]
CHARACTER_JITEN_46_2;[#ff368c79]You Guessed It[/#][~]Despite its new look, this little chocochick appears to have the same soul as the one who lived in that guy’s afro. You know which one.[~][~]
CHARACTER_JITEN_46_3;[#ff368c79]But Why “Master”?[/#][~]Although Chocolatte’s soul has split into two, and this more birdlike half seems like it’s merely on translation duty, you’re looking at her true form. So while this may appear to be an ordinary chocochick, [f2]she’s [/f]the one calling the shots. [f2]She’s [/f]the master.[~][~]That said, you can more or less consider human and bird to be one in body and spirit.[~][~]
CHARACTER_JITEN_47_VOICEACTOR;CV: Melissa Fahn / Misaki Kuno
CHARACTER_JITEN_47_ORIGINAL;First World of Origin:[~][f2]WORLD OF FINAL FANTASY[/f][~]
CHARACTER_JITEN_47_1;[#ff368c79]Notes:[/#] Cogna / Transforming robot / But also a chocobo[~][~]
CHARACTER_JITEN_47_2;[#ff368c79]Hyperion’s Enslaver[/#][~]With the powerful black chocobo Hyperion under its control, the Mecha Chocobo was plotting to create a new chocobo world order. Thankfully, Bartz and his friends were able to put a stop to its mecha machinations before they got off the ground.[~][~]
CHARACTER_JITEN_47_3;[#ff368c79]Cognification[/#][~]When the Mecha Chocobo saw the strength of Boko’s mind, body, and spirit—honed as they were through years of travel with Bartz—it abducted Boko and attempted to transform him into a loyal Cogna. Luckily, Bartz and Chocolatte came to the rescue and thwarted the Mecha Chocobo’s plans.[~][~]However, don’t count this villain out for good. It will not rest until it has all of Grymoire in its feathery grasp.[~][~]
CHARACTER_JITEN_47_4;[#ff368c79]Chocobo Interpreter[/#][~]Cogna, robot, or otherwise, a chocobo can only “kweh.” Thankfully, Chocolatte’s chocochick partner was able to “translate” the Mecha Chocobo’s very thoughts into human speech. Even Bartz, able to converse with Boko as he is, was bowled over by this unprecedented miracle of linguistics.[~][~]
CHARACTER_JITEN_48_VOICEACTOR;CV: Kana Hanazawa
CHARACTER_JITEN_48_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY V[/f][~]
CHARACTER_JITEN_48_1;[#ff368c79]Notes:[/#] Chocobo / Bartz’s best friend and traveling companion / Manages to converse with Bartz using only “kweh”[~][~]
CHARACTER_JITEN_48_2;[#ff368c79]Travel Buddies[/#][~]When Boko was separated from his flock and nearly done in by a certain Mirage, things looked bleak. That was when Bartz appeared on the scene, and ever since, they’ve been the closest of friends.[~][~]Mirages and humans bond easily on Grymoire, and this goes doubly so for those whose original souls were linked in incarnations past. The summoners and their familiars, Faris and Syldra, Terra and Maduin, Bartz and Boko, even Gilgamesh and Enkidu—the examples are too numerous to count.[~][~]In the case of Boko and Bartz, their souls pulled the two of them together like a set of powerful magnets.[~][~]
CHARACTER_JITEN_49_VOICEACTOR;CV: Matthew Waterson / Keiji Fujiwara
CHARACTER_JITEN_49_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY III[/f][~]
CHARACTER_JITEN_49_1;[#ff368c79]Notes:[/#] One of the Pleiad / Nether Nebula guardian / Lord of fire / Spends time at the gym? / Sometimes goofs around[~][~]
CHARACTER_JITEN_49_2;[#ff368c79]A Series Regular[/#][~]Ifrit has been around since the FF summoning system made its debut. Refer to them as espers, GFs, eidolons, aeons, avatars, primals, whatever you want—but if there’s a supernatural superforce to call on, you can bet Ifrit is somewhere in the lineup. Along with Shiva and Ramuh, he’s one of the most familiar faces in the summon community.[~][~]
CHARACTER_JITEN_49_3;[#ff368c79]Extremely Dangerous?[/#][~]The Grymoirian Ifrit has a reputation for being ill-tempered and violent. But contrary to public opinion, he is actually a very decent Mirage who cares deeply for the people of Grymoire. He’s even taken it upon himself to make sure no one accidentally stumbles into the Nether Nebula and gets hurt. To this purpose, he takes full advantage of the rumors about him, and leaps out to frighten any who wander in.[~][~]His fondness for humans puts him at clear odds with another, less savory Mirage in his tribe...[~][~]
CHARACTER_JITEN_49_4;[#ff368c79]The Nether Nebula: Part 1[/#][~]Some Mirages, especially those known as “espers,” have been summoned to Grymoire from their various homeworlds.[~][~]Espers cannot travel between worlds on their own and, as a rule of thumb, only appear outside their homeworlds when called there by summoners. However, there are some places, like the Nether Nebula, where the barrier between worlds is thin enough to make the crossing.[~][~]
CHARACTER_JITEN_50_VOICEACTOR;CV: Tania Gunadi / Yukari Tamura
CHARACTER_JITEN_50_ORIGINAL;First World of Origin:[~][f2]WORLD OF FINAL FANTASY[/f][~]
CHARACTER_JITEN_50_1;[#ff368c79]Notes:[/#] Puts the “heat” in “ifrit” / Likes soul food (literally)[~][~]
CHARACTER_JITEN_50_2;"[#ff368c79]Extremely Dangerous![/#][~]In their homeworld, the ifrits come in all shapes and sizes. The sheer variety of espers out there explains why an esper summoned in one world might be completely different from an esper of the same tribe summoned in another.[~][~]Females like Ifreeta are a rarity among her tribe. It’s not just gender that sets her apart, though. She also has the ability to devour human souls to increase her own strength. She’s got a bad habit of strolling from world to world, munching on any soul that catches her eye... She’s actually quite terrifying, isn’t she? You can see why the kind and caring Ifrit dislikes her so much.[~][~]But there’s more to Ifreeta’s soul-eating powers than just a hungry tummy. Her inner fire is similar to a phoenix’s flames
CHARACTER_JITEN_50_3;[#ff368c79]Pinch Hitters[/#][~]You may be wondering why Ifreeta called Rydia and Yuna “pinch hitters” after they took her down. Well, Ifreeta had been to her share of A-Worlds, and while battling in one of them she learned how the Champion System works: by replicating souls from other worlds. So you see, to her, Rydia and Yuna were no better than a pair of puppets who had stepped in to do someone else’s dirty work.[~][~]
CHARACTER_JITEN_51_VOICEACTOR;CV: Adrienne Wilkinson / Takako Honda
CHARACTER_JITEN_51_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY III[/f][~]
CHARACTER_JITEN_51_1;[#ff368c79]Notes:[/#] One of the Pleiad / Nether Nebula guardian / Queen of ice / One eye not like the other / Doesn’t keep her cool as well as you’d think[~][~]
CHARACTER_JITEN_51_2;[#ff368c79]A Series Regular[/#][~]Shiva has been diamond-dusting ever since the summoning system made its debut. And like Ifrit and Ramuh, she’s a core member of the FF lineup who has shown up in almost every FINAL FANTASY since.[~][~]Shiva’s gone through a lot of changes over the years. She’s turned up as a motorcycle and a kind of super ice skater, had a family and [f2]not [/f]had a family... Icy as she is, she’s never let her image freeze up.[~][~]
CHARACTER_JITEN_51_3;[#ff368c79]Not on Bridge Duty[/#][~]As you may have figured out, the shiva that specializes in making bridges is the one that hangs with Snow. That’s not to say [f2]this [/f]Shiva is incapable of making a bridge—and, in fact, Sherlotta managed to taunt her into it—but she certainly isn’t about to go out of her way to do any extra work.[~][~]
CHARACTER_JITEN_51_4;"[#ff368c79]Manhandler[/#][~]Shiva tried to march right on home once she saw that Sherlotta and Refia weren’t accompanied by a cadre of hunky guys—but what exactly would she have done if there [f2]were [/f]men present? Freeze ’em up and use ’em to decorate her room? If you think about it, Shiva’s been cooling her heels in the Nether Nebula for a while now... Does she have an icebox somewhere filled with frozen beefcake?[~][~]Not anymore. Ramuh made her clean up her man-freezer years ago
CHARACTER_JITEN_51_5;[#ff368c79]The Nether Nebula: Part 2[/#][~]In places where the barrier between worlds is thin, an esper with the right knowledge doesn’t need a summoner, because they can use the magic within any suitable human being as a conduit. In a word, they can summon themselves.[~][~]However, a number of unlikely conditions need to first be met: the barrier must be thin enough, the esper must be clever enough, and a powerful enough human conduit must wander within reach. Naturally, this makes such crossings a very rare occurrence.[~][~]
CHARACTER_JITEN_52_VOICEACTOR;CV: JP Karliak / Mamoru Miyano
CHARACTER_JITEN_52_ORIGINAL;First World of Origin:[~][f2]WORLD OF FINAL FANTASY[/f][~]
CHARACTER_JITEN_52_1;[#ff368c79]Notes:[/#] Self-proclaimed “cool face of justice” / Hopelessly cheesy / Only hears what he wants to[~][~]
CHARACTER_JITEN_52_2;[#ff368c79]Shiva’s Biggest Headache[/#][~]Shivalry believes, without an iota of doubt, that he is the very epitome of righteousness, and that it is his burden—nay, his duty!—to instill the proper values in all who stray off the ethical path.[~][~]There are few things more irritating than having Shivalry get on your case. He’s as stubborn as an unfed chocobo and simply [f2]refuses [/f]to be reasoned with. At least, that’s what Shiva will tell you.[~][~]Also, in case you’re wondering: just as there are relatively few ifrit females, there are relatively few shiva males.[~][~]
CHARACTER_JITEN_52_3;[#ff368c79]Not Technically a Villain[/#][~]Why did Shivalry declare with such certainty that Shiva-Ixion was evil? Chalk it up to experience. While traveling from world to world and righting wrongs (whether wrong or right), Shivalry has come up against the Exnine Knights and the Cogna enough times to know they’re bad news.[~][~]So when he saw that Shiva-Ixion had a little machine in her, he decided it was his sacred duty as Chief of the Shiva Justice Police to stop her before she could shame their tribe. Of course, this was all a big misunderstanding.[~][~]So is he a villain? No. Is he a good guy? Also probably no. Let’s not forget that to get into Grymoire in the first place, he had to bust his way through an innocent human. Whatever you want to call that kind of stunt, justice it just [f2]isn’t.[/f][~][~]
CHARACTER_JITEN_53_VOICEACTOR;CV: William H. Bassett / Tamio Oki
CHARACTER_JITEN_53_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY III[/f][~]
CHARACTER_JITEN_53_1;[#ff368c79]Notes:[/#] One of the Pleiad / Nether Nebula guardian / Master of lightning / Calm, dignified, and strict / No-nonsense grandpa who keeps his nitwit companions in line[~][~]
CHARACTER_JITEN_53_2;[#ff368c79]A Series Regular[/#][~]Ramuh has been on the FINAL FANTASY summoning roster as long as Ifrit and Shiva. He doesn’t have [f2]quite [/f]as many titles under his belt as his hot and cold friends, but it’s not because he’s any less revered. If anything, he tends to play a more important role those times that he does show up.[~][~]
CHARACTER_JITEN_53_3;"[#ff368c79]Bald, or Bold?[/#][~]Ramuh may look like he’s seen a lot of winters, but that’s just how he presents himself in Grymoire. Don’t assume that he’s actually ancient
CHARACTER_JITEN_53_4;[#ff368c79]The Nether Nebula: Part 3[/#][~]As rare as it is for espers to force their way across worlds, Lusse’s predecessor’s predecessor knew that even one such crossing could be disastrous. And so, the then-Queen of the Keepers tasked three of the Pleiad—Ifrit, Shiva, and Ramuh—to erect a special tri-elemence barrier in the Nether Nebula to prevent this from ever coming to pass.[~][~]For many years, the barrier worked. But unbeknownst to Ramuh, Ifrit and Shiva had been sneaking away from the Nebula to goof around. And this time, they allowed two [f2]really [/f]bad apples to slip into Grymoire...[~][~]
CHARACTER_JITEN_54_VOICEACTOR;CV: Alexandra Meyer / Fuka Sudo
CHARACTER_JITEN_54_ORIGINAL;First World of Origin:[~][f2]WORLD OF FINAL FANTASY[/f][~]
CHARACTER_JITEN_54_1;[#ff368c79]Notes:[/#] Ramuh’s granddaughter / Appears to run on four magic AA batteries / Electrifiable hairdo[~][~]
CHARACTER_JITEN_54_2;[#ff368c79]Darling Dynamo[/#][~]Wait, Ramuh has a granddaughter? When did that happen?! Where are her parents? Their family tree must be ziggier and zaggier than a bolt of lightning...[~][~]Anyway, once Reynn and Lann stuff Ramewl into a prismarium, she joins the team as a new type of transfigged ramuh.[~][~]
CHARACTER_JITEN_54_3;"[#ff368c79]Not Exactly Eloquent[/#][~]This little spark still has some growing up to do, but the well from which she draws her thunder magic is a lot deeper than her vocabulary.[~][~]Ramewl’s power was so abundant and powerful from birth that she needed a way to control it. A run-in with a Cogna provided just the ticket
CHARACTER_JITEN_55_VOICEACTOR;CV: Claudia Black / Masako Ikeda
CHARACTER_JITEN_55_ORIGINAL;First Worlds of Origin:[~][f2]FINAL FANTASY II[/f] : As an unseen menace[~][f2]FINAL FANTASY III[/f] : As the eidolon[~]
CHARACTER_JITEN_55_1;[#ff368c79]A Series Regular[/#][~]While Leviathan doesn’t grace quite as many FF titles as some of her peers, she’s notable for her range. She’s given crucial roles in some stories, and is relegated to the deep in others, but you’ll never forget her once you see her.[~][~]
CHARACTER_JITEN_55_2;[#ff368c79]Notes:[/#] One of the Pleiad / Queen of the Deep / Maligned as a sea-demon / “Currently” on holiday in the Low Seas[~][~]
CHARACTER_JITEN_55_3;[#ff368c79]Capricious Queen[/#][~]After spending a century under lock and...well, [f2]key[/f], Leviathan was ready to cut loose. A well-deserved cruise was in order—a chance to see how her ocean kingdom had changed. No wonder she was so annoyed by Addy’s interruption. As ancient as he is, she called him “little adamantoise,” which seems to suggest she’s been alive for unfathomable generations.[~][~]Leviathan has always done what suits her in the moment, and she can quickly swing from friendly ally to terrifying foe. However, she has no less than a brilliant mind. Presented with Faris and Syldra’s misguided grudge, she could have crushed them where they stood, or else tried to clear things up. But instead, she made the wiser decision to humor the grudge and pretend to lose. Whimsical? Yes, but also generous at times.[~][~]Then again, if Faris (and Reynn and Lann) weren’t strong enough, Leviathan probably would have let that same whimsy of hers smash them to pieces. Take nothing for granted with the Queen of the Deep.[~][~]
CHARACTER_JITEN_55_4;[#ff368c79]Not Fond of Bismarck[/#][~]Few Mirages get on Leviathan’s nerves quite like Bismarck. He’s just a puny little weakling, and yet he [f2]dares [/f]to oppose her... Unforgivable![~][~]It’s no wonder, then, that Leviathan chose to side with Faris’s great-grandfather when Bismarck attacked him. But then it’s [f2]also [/f]no wonder that she left Tycoon to fend for himself in perilous waters once the battle was over. After all, she does as she pleases and owed Tycoon nothing.[~][~]
CHARACTER_JITEN_56_VOICEACTOR;CV: Fred Tatasciore / Masahiro Kobayashi
CHARACTER_JITEN_56_ORIGINAL;First Worlds of Origin:[~][f2]FINAL FANTASY[/f] : As the Dragon King[~][f2]FINAL FANTASY III[/f] : As the eidolon[~]
CHARACTER_JITEN_56_1;[#ff368c79]A Series Regular[/#][~]The classic of classics, Bahamut has had a place in the FINAL FANTASY universe since the very beginning. “King of Dragons,” “The First Sire,” “Hallowed Father to all Eidolons”—let’s just say he’s managed to collect a lot of imposing names over the years.[~][~]And it’s no wonder players keep welcoming him back with open arms. He’s a dragon. With wings. And he breathes fire—fire so hot that it’s [f2]mega [/f]fire. Plus people keep giving him cool prefixes and suffixes like “Neo” and “Zero.” No eidolon has ever had it so good.[~][~]Naturally, with a flashy history like that, the Grymoirian Bahamut also had to be dialed up to eleven.[~][~]
CHARACTER_JITEN_56_2;[#ff368c79]Notes:[/#] One of the Pleiad / Anger management issues / Visits Nine Wood Hills to find Lann and Reynn[~][~]
CHARACTER_JITEN_56_3;[#ff368c79]Tiababylo[/#][~]You might think the name comes from “Tiamat” and “Babylon” or something like that, but we can assure you, it’s utter nonsense. Probably. Anyway...[~][~]Bahamut hails from the world of dragon kings, a fearsome place inhabited only by those with near-divine power. Most of these dragon kings have rather short tempers, so you can imagine what happens when you put them together in the same room. It’s a constant free-for-all where the weak are meat and only the strong survive.[~][~]Sixteen of them proved themselves to possess power far greater than the rest. Among these sixteen were Tiababylo, one of Grymoire’s Pleiad, and Brandelis, the future Exnine Knight.[~][~]Tiababylo was enraged to learn Brandelis had begun calling himself “king of Bahamut” even though the struggle for dominance in their homeworld was nowhere near finished. Tiababylo did not know that in another world, his rival had bound himself to man and cyborg and become an Exnine Knight. Their petty struggle was no longer Brandelis’s concern.[~][~]
CHARACTER_JITEN_56_4;"[#ff368c79]Brandelis’s Name[/#][~]“Brandelis” comes from the Exnine Knight’s esper name
CHARACTER_JITEN_57_VOICEACTOR;CV: Bob Joles / Kiyoshi Kobayashi
CHARACTER_JITEN_57_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY III[/f][~]
CHARACTER_JITEN_57_1;[#ff368c79]A Series Regular[/#][~]Odin is another classic character who has turned up in virtually every FINAL FANTASY with a summoning system. His trademark Zantetsuken can slice through anything, and he always appears with his beloved horse, Sleipnir. A mounted swordsman who can demolish any enemy with a single blow—awesome, right? No wonder he’s popular. And he gets the celebrity treatment, too, playing a vital story role in more than one title.[~][~]
CHARACTER_JITEN_57_2;[#ff368c79]Notes:[/#] One of the Pleiad / Zantetsuken / Rides Sleipnir / Wanders in search of worthy swordsmen[~][~]
CHARACTER_JITEN_57_3;"[#ff368c79]Battle Addict[/#][~]Odin is always on the lookout for powerful warriors to test his blade on. His obsession is definitely not normal. Let’s be honest here: the guy’s a battle junkie. But he does have his standards
CHARACTER_JITEN_58_VOICEACTOR;CV: Robin Atkin Downes / Kazuhiro Yamaji
CHARACTER_JITEN_58_ORIGINAL;First World of Origin:[~][f2]FINAL FANTASY VIII[/f][~]
CHARACTER_JITEN_58_1;[#ff368c79]A Series Regular[/#][~]Among the members of the Pleiad, Diabolos is the most recent newcomer to FINAL FANTASY. Still, that genie-in-a-bottle trick was memorable enough to land him a spot beside the legends. Don’t be surprised if he pops up in more games.[~][~]
CHARACTER_JITEN_58_2;[#ff368c79]Notes:[/#] One of the Pleiad / Devilish good looks? / Master of dreams and fantasy / Decidedly icky personality[~][~]
