CHARACTER_JITEN_01_VOICEACTOR;Voz inglesa por Josh Keaton[~]Voz japonesa por Soma Saito
CHARACTER_JITEN_41_6;"[#ff368c79]Unidad Magitec, Maduin y Terra[/#][~]A diferencia de otras, la unidad Magitec que Terra controla es negra
CHARACTER_JITEN_42_VOICEACTOR;Voz inglesa por Andrew Morris[~]Voz japonesa por Shigeru Chiba
CHARACTER_JITEN_42_ORIGINAL;Primera aparición como cactilio[~]Final Fantasy VI
CHARACTER_JITEN_42_1;[#ff368c79]Características en Grymoire[/#][~]Revisor de tren y gran conversador. ¡Los billetes, por favor! Aparece en los lugares más inesperados. Se lo pasa pipa jugando al pilla-pilla con Reynn, pero esta se lo toma muy a pecho.[~]
CHARACTER_JITEN_42_2;[#ff368c79]Cactilios[/#][~]Tras la primera aparición de un cactilio en un Final Fantasy, han decidido no perderse ni un juego de la saga principal. Estos verduzcos seres son conocidos por sus reflejos y su habilidad insigne: 1000 espinas. Por los movimientos tan erráticos que tiene en Grymoire, bien podría decirse que su alma pertenece al Final Fantasy VIII.[~]
CHARACTER_JITEN_42_3;[#ff368c79]Conexión cactilio[/#][~]El revisor cactilio gestiona por sí solo la red ferroviaria que conecta todo Grymoire. ¡Es impresionante! Según él, lleva practicando 50 años y nunca lo han logrado atrapar.[~]
CHARACTER_JITEN_42_4;[#ff368c79]Zas, zas[/#][~]El revisor cactilio tiene un sentido del humor un tanto especial y habla de una forma peculiar, pero no solo él, sino la mayoría de cactilios de su aldea natal, Espinar de Arriba.
CHARACTER_JITEN_43_VOICEACTOR;Voz inglesa por Steven Barr[~]Voz japonesa por Jouji Nakata
CHARACTER_JITEN_43_ORIGINAL;Primera aparición[~]Final Fantasy V
CHARACTER_JITEN_43_1;[#ff368c79]Características en Grymoire[/#][~]Gestiona el Coliseo y es todo un caballero. Tiene un carácter tranquilo y calmado, aunque es un poco rencoroso.[~]
CHARACTER_JITEN_43_2;[#ff368c79]Tomberis[/#][~]Desde su primera aparición, estas adorables e inquietantes criaturas han aparecido en casi todos los juegos de Final Fantasy, incluso en otros poco conocidos como Dynami Tracer.[~]
CHARACTER_JITEN_43_3;[#ff368c79]El Coliseo[/#][~]Un interesante lugar gestionado por el enigmático mirage Don Beri. La niebla que rodea el Coliseo sirve de vínculo con un sinfín de mundos, aunque quizá fuera más correcto definirlos como mundos alternativos extraídos de un abanico casi infinito de posibles universos paralelos. Dejémonos de conceptos metafísicos enrevesados: en el Coliseo se libran combates de los buenos, todos ellos organizados por una criatura que posee la temible habilidad de controlar el propio espacio-tiempo.[~]
CHARACTER_JITEN_43_4;[#ff368c79]La arena de combate[/#][~]El verdadero nombre de esta ubicación es <QUOT>Coliseo Alejandro<QUOT>. Sí, así es: el Coliseo es un mirage enorme como el Gran Puente Alejandro. La realidad vacila al borde de un infinito abismo de probabilidades. El universo se divide y cubre todos los resultados de cada acontecimiento, de forma que se crean un número infinito de universos paralelos. Enna Kros (como la deidad Alejandro) ha dispuesto que cada mundo individual, no solo Grymoire, tenga el potencial de llegar a diversos futuros, aunque ha limitado esa cantidad de forma que no excedan el número de seres de un peculiar grupo de observadores. El Coliseo creado por Enna Kros tiene la habilidad de generar esa niebla a su alrededor, que le permite establecer un nexo con otros mundos y universos paralelos. Sin embargo, su alcance es limitado: la influencia del Coliseo en los otros mundos o viceversa es casi inexistente. Al igual que los otros enormes mirages, la voluntad del Coliseo en sí es pequeña y para poder funcionar de forma debida necesita un encargado. En el primer torneo del Coliseo de World of Final Fantasy fue Thorberi, del mundo de los tomberis, quien se alzó con la victoria, y a partir de ese momento se erigió como el maestro del Coliseo. Sus descendientes han heredado ese cargo durante generaciones, y el actual tomberi es el cuadragésimo segundo en la larga historia de maestro del Coliseo.[~]
CHARACTER_JITEN_43_5;[#ff368c79]¿De veras es gentil?[/#][~]Don Beri no tenía nombre como tal, pero se nos ocurrió de repente y nos pareció perfecto, pues, además, se caracteriza por ser caballeroso y gentil.
CHARACTER_JITEN_44_VOICEACTOR;Voz inglesa por Bailey Gambertoglio[~]Voz japonesa por Sumire Morohashi
CHARACTER_JITEN_44_ORIGINAL;Primera aparición[~]Final Fantasy III
CHARACTER_JITEN_44_1;[#ff368c79]Características en Grymoire[/#][~]A pesar de ser un pirata (sin pata de palo), es un ávido lector y sabe kupo sobre las profecías.[~]
CHARACTER_JITEN_44_2;[#ff368c79]Moguris[/#][~]Estos encantadores seres voladores suelen aparecer en escena con pomposidad. Habitan hasta en el más insólito de los lugares y ejercen todo tipo de oficios. Se han convertido en una especie de mascota de la serie y tienen una coletilla famosa: <QUOT>kupó<QUOT>. Poco a poco, fueron cobrando más importancia y, por ello, exigieron a sus representantes más líneas de diálogo. No es de extrañar encontrárselos en los tutoriales, kupó.[~]
CHARACTER_JITEN_44_3;[#ff368c79]Indumentaria pirata[/#][~]¿Acaso los mogupiratas han de atenerse a un código de vestimenta si quieren ganarse la vida en alta mar? ¡No! Quizá su apariencia no difiera en gran medida de otros moguris, pero ya han pasado por una transfiguración.[~]
CHARACTER_JITEN_44_4;[#ff368c79]Pillines[/#][~]La mayoría de los moguris son unos traviesos de cuidado, ¡y este no iba a ser menos, je! ¿Lo llevarán en los genes?[~]
CHARACTER_JITEN_44_5;"[#ff368c79]Viejos amigos[/#][~]El revisor cactilio, Don Beri y Mog se conocen desde hace tiempo
CHARACTER_JITEN_45_ORIGINAL;Primera aparición[~]Final Fantasy V
CHARACTER_JITEN_45_1;[#ff368c79]Características en Grymoire[/#][~]Compañera del alma de Faris y la fuente de energía del barco.[~]
CHARACTER_JITEN_45_2;[#ff368c79]La tribu de los syldra[/#][~]Aunque Syldra fuera originariamente un tipo de serpiente marina, en Grymoire los syldra son una tribu. Hace no mucho se descubrió un nuevo tipo de dragón marino que pertenece a los syldra: la garganculebra.[~]
CHARACTER_JITEN_45_3;[#ff368c79]Talento a raudales[/#][~]Syldra puede remolcar un barco por el océano, derrotar de un único golpe a un soldado de Bahamut o incluso llegar al Inframar. Nadie invocó a Syldra en Grymoire, y tampoco es una esclava. Rescató a Faris de un remolino y, desde aquel momento, han vivido un sinfín de aventuras y se han hecho grandes amigas.
CHARACTER_JITEN_46_VOICEACTOR;Voz inglesa por Melissa Fahn[~]Voz japonesa por Misaki Kuno
CHARACTER_JITEN_46_ORIGINAL;Mundo de origen[~]Final Fantasy XIII
CHARACTER_JITEN_46_1;[#ff368c79]Edad en Grymoire (Colina Nonarboleda)[/#][~]Desconocida[~][~][#ff368c79]Características en Grymoire (Colina Nonarboleda)[/#][~]De buenas a primeras parece un chocobito normal y corriente...[~]
CHARACTER_JITEN_46_2;[#ff368c79]Sí, aquel chocobito[/#][~]A pesar de su apariencia, parece ser que este chocobito tiene la misma alma que el que anidaba en el peinado afro de alguien conocido.[~]
CHARACTER_JITEN_46_3;[#ff368c79]Maestro chocobito[/#][~]Este pequeño chocobito comparte alma con Chocolatte del mismo modo que dos estudiantes comparten habitación en un colegio mayor. ¿Es un chocobito como otro cualquiera? Bueno, lo que sí sabemos es lo siguiente: entiende el habla de los chocobos y es el maestro de alguien. ¿Quizá sea el maestro de sí mismo?
CHARACTER_JITEN_47_VOICEACTOR;Voz inglesa por Melissa Fahn[~]Voz japonesa por Misaki Kuno
CHARACTER_JITEN_47_ORIGINAL;Mundo de origen[~]World of Final Fantasy
CHARACTER_JITEN_47_1;[#ff368c79]Características[/#][~]Este daemonbot, a pesar de su apariencia robótica y de sus impresionantes funciones, sigue siendo un chocobo.[~]
CHARACTER_JITEN_47_2;[#ff368c79]Robochocobo e Hiperión[/#][~]El robochocobo pretendía crear una nueva jerarquía en el mundo, ¡liderada por los chocobos! Con la ayuda de Hiperión, el poderoso chocobo negro al que controlaba, tenía en mente dominar el mundo, pero Bartz y sus amigos dieron al traste con tan maquiavélicos planes antes de que pudiera ponerlos en marcha.[~]
CHARACTER_JITEN_47_3;[#ff368c79]Robotización[/#][~]Cuando el robochocobo se percató de la fuerza y voluntad tan enormes de Boko, adquiridas en sus numerosas aventuras con Bartz, decidió que tenía que subyugarlo y hacerlo suyo. Su plan consistía en raptarlo y transformarlo en un daemonbot para que le fuera fiel, pero Bartz y compañía le pararon los pies a tiempo. Sin comerlo ni beberlo, Bartz y Chocolatte pusieron punto final a la invasión que planeaba el robochocobo, pero este ser malvado no piensa darse por vencido...[~]
CHARACTER_JITEN_47_4;[#ff368c79]El habla de los chocobos[/#][~]Por muy robot o daemonbot que sea, un chocobo tan solo sabe decir <QUOT>kué<QUOT>. Aunque existan varios dialectos, el chocobito de Chocolatte puede traducirlos a la perfección, y gracias a su inestimable ayuda, Bartz y Chocolatte se enteraron de los planes del robochocobo. Incluso Bartz, a pesar de entenderse con Boko, se quedó boquiabierto al ser testigo de la existencia de un chocobo parlante.
CHARACTER_JITEN_48_VOICEACTOR;Voz japonesa e inglesa por Kana Hanazawa
CHARACTER_JITEN_48_ORIGINAL;Mundo de origen[~]Final Fantasy V
CHARACTER_JITEN_48_1;[#ff368c79]Características en Grymoire[/#][~]Este chocobo es el mejor amigo de Bartz y, a pesar de soltar tan solo <QUOT>kués<QUOT>, se entienden sin ningún problema.[~]
CHARACTER_JITEN_48_2;[#ff368c79]Compañeros de aventuras[/#][~]Hace tiempo, Boko se separó de su manada y tuvo la mala suerte de toparse con un mirage violento que lo hirió de gravedad. Cuando parecía que se acercaba su final, ¡Bartz acudió en su ayuda sin pensárselo dos veces! Desde aquel tierno momento se convirtieron en amigos del alma. El destino que une a ambos es tan fuerte que, incluso en Grymoire, sus almas terminaron reuniéndose como si de imanes se tratara. Los mirages y los humanos pueden crear vínculos con facilidad en el mundo de Grymoire, más aún si sus almas estuvieron conectadas en otro mundo u otra época. Por ejemplo: los invocadores y sus guardianes, Faris y Syldra, Terra y Maduin, Bartz y Boko o incluso Gilgamesh y Enkidu.
CHARACTER_JITEN_49_VOICEACTOR;Voz inglesa por Matthew Waterson[~]Voz japonesa por Keiji Fujiwara
CHARACTER_JITEN_49_ORIGINAL;Primera aparición como invocación[~]Final Fantasy III
CHARACTER_JITEN_49_1;[#ff368c79]Características en Grymoire[/#][~]Forma parte de los heptarcas y es guardián de la Caverna Nébula. Además de controlar el fuego, tiene una personalidad fogosa y una apariencia robusta.[~]
CHARACTER_JITEN_49_2;[#ff368c79]Rostro familiar[/#][~]Ifrit se subió al carro de las invocaciones cuando este sistema se introdujo por vez primera y, desde entonces, ha aparecido en casi todos los Final Fantasy, ya sea con el nombre de esper, invocación, eón, etcétera. Junto a Shiva y Lamú es de los más conocidos en este universo.[~]
CHARACTER_JITEN_49_3;[#ff368c79]¡Cuidado, que muerde![/#][~]Se rumorea que Ifrit es un mirage con bastante mal genio y violento, y los grymoirianos tiemblan cada vez que oyen su nombre. En realidad, y a diferencia de lo que piensen los habitantes de Grymoire, es más majo que las pesetas y se preocupa por los habitantes de este mundo. De hecho, aprovecha los rumores sobre él para que ningún viajero extraviado se adentre por despiste en la Caverna Nébula y los asusta si se acercan demasiado. Es una pena que siempre le vayan a tener miedo.[~]
CHARACTER_JITEN_49_4;[#ff368c79]Crónicas de Nébula, parte 1[/#][~]Existen algunos mirages conocidos como espers y no son nativos de Grymoire, sino que han sido invocados en este mundo. No poseen la habilidad de desplazarse a mundos por cuenta propia y, por lo general, tan solo hacen acto de aparición en ellos cuando los invocan. Existen algunas ubicaciones donde la barrera entre los mundos es tan débil que los espers pueden cruzarla. La Caverna Nébula es uno de esos lugares.
CHARACTER_JITEN_50_VOICEACTOR;Voz inglesa por Tania Gunadi[~]Voz japonesa por Yukari Tamura
CHARACTER_JITEN_50_ORIGINAL;Primera aparición[~]World of Final Fantasy
CHARACTER_JITEN_50_1;[#ff368c79]Características en Grymoire[/#][~]A esta belleza fogosa le encantan las almas, quizá en exceso.[~]
CHARACTER_JITEN_50_2;"[#ff368c79]Esta sí que muerde[/#][~]Cada esper proviene de su propio mundo natal y, en el caso de los ifrits, en el suyo existen todo tipo de ifrits. Por esta razón no hay que extrañarse si el esper que se invoque en un mundo es diferente a otro de la misma estirpe invocado en otro mundo. Las hembras son infrecuentes entre los ifrits, y la que se cuela en Grymoire es una de las pocas de esta raza. No es tan solo el sexo lo que la diferencia de los demás, sino que posee la habilidad de devorar almas para aumentar su fuerza
CHARACTER_JITEN_50_3;[#ff368c79]Mindundis[/#][~]Cuando Ifrita llama <QUOT>mindundis<QUOT> a Reynn y Lann tras ser derrotada, en realidad se refiere a todos los protectores, pues en uno de los muchos mundos A que visitó se enteró de su existencia y de que el alma de estos tiene que replicarse para que renazcan en otro mundo. De ahí que no los considere más que clones, meras copias baratas de héroes de verdad, y que se cabreara tanto al perder contra un par de protectores o, según ella, un par de mindundis.
CHARACTER_JITEN_51_VOICEACTOR;Voz inglesa por Adrienne Wilkinson[~]Voz japonesa por Takako Honda
CHARACTER_JITEN_51_ORIGINAL;Primera aparición (como invocación)[~]Final Fantasy III
CHARACTER_JITEN_51_1;[#ff368c79]Características en Grymoire[/#][~]Forma parte de los heptarcas y es guardiana de la Caverna Nébula. Tiene un ojo de color azul y, aunque parezca estar siempre alegre y risueña, se calienta enseguida.[~]
CHARACTER_JITEN_51_2;[#ff368c79]Rostro familiar[/#][~]Shiva, al igual que Ifrit, apareció por vez primera con el sistema de invocaciones y nos ha deleitado con su presencia en casi todos los títulos de la saga, junto a Lamú e Ifrit. Ha cambiado a lo largo de los años: ha sido patinadora sobre hielo o incluso motocicleta, ha tenido familia y no la ha tenido... Por fría que sea, siempre nos alegra el corazón.[~]
CHARACTER_JITEN_51_3;[#ff368c79]La shiva ingeniera de puentes y caminos[/#][~]Si ves a una shiva erigiendo puentes de hielo, ten por seguro que es buena amiga de Snow. A pesar de que podría hacer grandes cosas por los habitantes de Grymoire, es una vaga de cuidado. Aun así, Sherlotta no dudó en burlarse de ella para conseguir que contribuyera a la sociedad.[~]
CHARACTER_JITEN_51_4;[#ff368c79]Juguetona[/#][~]Shiva estuvo a punto de irse cuando vio que Sherlotta y Refia no venían acompañadas de chicos guapos, ¿pero qué habría hecho si hubieran traído alguno? Pues lo mismo con lo que amenazó a nuestras amigas: congelarlos y usarlos como objetos decorativos. Lleva tantos años en la Caverna Nébula que no sería nada descabellado que tuviera un congelador lleno de aventureros apuestos. Lamú, indignado ante tal comportamiento, le ordenó a Ifrit que los descongelara para liberarlos. Así se las gasta de impetuosa y fogosa la gélida Shiva.[~]
CHARACTER_JITEN_51_5;"[#ff368c79]Crónicas de Nébula, parte 2[/#][~]Un esper ducho en teoría arcana avanzada de viajes interplanetarios podría canalizar la energía mágica latente en una persona para invocarse a sí mismos en otro mundo. Es toda una hazaña, pues resulta necesario cumplir una serie de requisitos para que la acción llegue a buen puerto: el esper no solo ha de contar con ese conocimiento, sino que ha de comprenderlo y asimilarlo
CHARACTER_JITEN_52_VOICEACTOR;Voz inglesa por JP Karliak[~]Voz japonesa por Mamoru Miyano
CHARACTER_JITEN_52_ORIGINAL;Primera aparición[~]World of Final Fantasy
CHARACTER_JITEN_52_1;[#ff368c79]Características en Grymoire[/#][~]Defensor de la justicia y experto en enderezar entuertos, aunque bastante cansino. No suele prestar atención a los rumores.[~]
CHARACTER_JITEN_52_2;[#ff368c79]El que saca de quicio a Shiva[/#][~]Ultrashiva, uno de los pocos shiva machos que existen, está convencido de que no se puede ser más honrado y virtuoso que él y, como defensor de la justicia autoproclamado, es consciente de que recae sobre él el peso y honor de inspirar en los demás valores morales irreprochables. Lo peor de todo es que se lo toma a pecho y, si se le mete entre ceja y ceja que hay que castigar una conducta, no cesará hasta cumplirlo. No presta atención a nadie a quien no considere digno (es decir, todo el mundo) y nunca le han hecho cambiar de parecer. Ni el peor de los castigos es comparable a colaborar con Ultrashiva.[~]
CHARACTER_JITEN_52_3;"[#ff368c79]No parece tan mala gente[/#][~]No se sabe bien por qué Ultrashiva está convencido de que Shiva-Ixion, la amiga de Snow, es malvada. Ultrashiva ha estado viajando por varios mundos en su empeño de impartir justicia y en alguno que otro se ha topado con los caballeros Exnueve y los daemonbots, a quienes ha reconocido como el culmen de la maldad. Cuando llegó a Grymoire no pudo evitar percatarse de la apariencia ligeramente robótica de Shiva-Ixion, por lo que sacó la conclusión precipitada de que había sido infectada por los daemonbots, razón más que suficiente como para eliminarla y restaurar el honor de su estirpe. Puede poner a cualquiera de los nervios, pero, en el fondo, no es mal mirage
CHARACTER_JITEN_53_VOICEACTOR;Voz inglesa por William H. Bassett[~]Voz japonesa por Tamio Oki
CHARACTER_JITEN_53_ORIGINAL;Primera aparición (como invocación)[~]Final Fantasy III
CHARACTER_JITEN_53_1;[#ff368c79]Características en Grymoire[/#][~]Forma parte de los heptarcas y también vigila la Caverna Nébula. Controla los rayos y es majestuoso, sosegado y un tanto estricto. Da la impresión de ser el abuelo cebolleta con dos nietos algo peleones (Shiva e Ifrit, claro).[~]
CHARACTER_JITEN_53_2;[#ff368c79]Un rostro familiar[/#][~]Lamú apareció como invocación al mismo tiempo que Shiva e Ifrit pero, a diferencia de estos, se ha dejado ver en menos títulos de la saga. Por supuesto, no se debe a falta de popularidad, sino al hecho de que le suelen ofrecer papeles importantes y es más selectivo con los que acepta o rechaza.[~]
CHARACTER_JITEN_53_3;"[#ff368c79]El abuelete Lamú[/#][~]Parece tener más edad que el propio mundo, pero es solo su apariencia en Grymoire
CHARACTER_JITEN_53_4;[#ff368c79]Crónicas de Nébula, parte 3[/#][~]Aun sin saber con certeza si sucedería o no, los ancestros de Lusse eran conscientes de que si un mirage penetraba a través de la Caverna Nébula podría suponer un grave peligro para Grymoire. Antes de que Lusse ascendiera al trono, una reina de otra época encargó a tres de los heptarcas (Ifrit, Shiva y Lamú) que erigieran una poderosa barrera elemental alrededor de la caverna para que nadie pudiera cruzar a este mundo. Gracias a la labor de estos tres heptarcas, ningún mirage de otro mundo ha podido llegar a Grymoire a través de esta ubicación durante cientos de años. Un buen día, sin embargo, Ifrit y Shiva se escaquearon a escondidas de Lamú para irse por ahí y dos mirages con muy malas pulgas se adentraron en este mundo.
CHARACTER_JITEN_54_VOICEACTOR;Voz inglesa por Alexandra Meyer[~]Voz japonesa por Fuka Sudo
CHARACTER_JITEN_54_ORIGINAL;Primera aparición[~]World of Final Fantasy
CHARACTER_JITEN_54_1;[#ff368c79]Características en Grymoire[/#][~]La nieta de Lamú es un tanto hiperactiva y cada vez que usa un hechizo de electricidad se le eriza el pelo.[~]
CHARACTER_JITEN_54_2;[#ff368c79]¿A que es guapa mi nieta?[/#][~]Según parece, Lamú tiene una nieta: ¡Lamuy! ¿Desde cuándo tiene una nieta? Y, en tal caso, ¿quién es la familia de Lamú? ¿Tendrán todos una apariencia similar? Tras meterla dentro de un prisma, Lamuy se une a la aventura con los gemelos.[~]
CHARACTER_JITEN_54_3;[#ff368c79]La muy...[/#][~]Esta pequeña centella aún está creciendo, pero la fuente de su poder es inmensa. Nunca llegó a controlarlo hasta que modificó el cuerpo de un daemonbot contra el que se enfrentó, convirtiéndolo en un artefacto Magitec que le permitía almacenar su exceso de poder mágico y expulsarlo en ráfagas controladas. Además, el artefacto cuenta con otras modificaciones que permiten lanzar pequeñas cantidades de magia de forma eficiente.
CHARACTER_JITEN_55_VOICEACTOR;Voz inglesa por Claudia Black[~]Voz japonesa por Masako Ikeda
CHARACTER_JITEN_55_ORIGINAL;Primera aparición (como invocación)[~]Final Fantasy III (apareció en Final Fantasy II, pero tan solo su interior)
CHARACTER_JITEN_55_1;[#ff368c79]¿Invocación de segunda?[/#][~]Aunque no haya aparecido en tantos títulos de la saga como otras, Leviatán sigue siendo una de las invocaciones más importantes. Según el juego, su papel puede ser más o menos relevante: tan impredecible como una tormenta en alta mar.[~]
CHARACTER_JITEN_55_2;[#ff368c79]Características en Grymoire[/#][~]El demonio de los mares forma parte de los heptarcas y se encuentra ahora mismo disfrutando de unas vacaciones en el Inframar.[~]
CHARACTER_JITEN_55_3;"[#ff368c79]Una reina caprichosa[/#][~]Tras cien años atrapada por el sello de una llave, ¡Leviatán por fin es libre! Mientras exploraba de nuevo sus océanos para comprobar qué había cambiado en el último siglo, el gran adamantaimai se puso en contacto con ella. A pesar que la gran tortuga es muy longeva, Leviatán se refiere a él como Adamantito, lo que hace sospechar que el demonio del mar lleve en este mundo aún más tiempo. Al igual que siempre, Leviatán es un tanto caprichosa y, como el viento en alta mar, un día puede ser tu amiga y otro tu peor enemiga. Sus cambios de humor no hacen honor a su fría lógica y sorprendente inteligencia
CHARACTER_JITEN_55_4;[#ff368c79]Ese Bismarck de tres al cuarto[/#][~]Existen pocos seres en este mundo que pongan de los nervios a Leviatán, y Bismarck es uno de ellos. Aunque ella lo considere débil, este se atreve a plantarle cara. ¡Qué insolencia! Durante el ataque de Bismarck a los ancestros de Faris y Syldra se dio la casualidad de que Leviatán pasara por allí, y decidió darle una lección a ese personaje que tanto odiaba. A pesar de salvar a quienes Bismarck pretendía eliminar, olvidó disipar el tsunami que lanzó contra él y... Los ancestros de Faris y Syldra no eran asunto suyo y se fue sin darle más vueltas al asunto.
CHARACTER_JITEN_56_VOICEACTOR;Voz inglesa por Fred Tatasciore[~]Voz japonesa por Masahiro Kobayashi
CHARACTER_JITEN_56_ORIGINAL;Primera aparición[~]Final Fantasy (en Final Fantasy III como invocación)
CHARACTER_JITEN_56_1;[#ff368c79]Bahamut el Todopoderoso[/#][~]Bahamut tiene el honor de llevar en el universo Final Fantasy más tiempo que nadie, ya sea como invocación o no, y son pocos los juegos en los que no nos ha deleitado con su presencia. Se le conoce como el rey eidolón, el rey de los dragones o Bahamut el Todopoderoso, entre otros apodos. Dondequiera que aparezca será un lugar acorde a su magnificencia, de eso no cabe duda alguna. Y por si su reputación no fuera suficiente, siempre puede hacer una pequeña demostración de sus habilidades: por ejemplo, el famoso y terrible Megafulgor. En alguna ocasión ha decidido mostrarse con una apariencia más imponente si cabe, como Neo Bahamut o Bahamut CERO. El de Grymoire se asemeja más a estos dos últimos en lo que a grandeza y comportamiento se refiere.[~]
CHARACTER_JITEN_56_2;[#ff368c79]Características en Grymoire[/#][~]Forma parte de los heptarcas y es propenso a los ataques de ira. Se pasó por Colina Nonarboleda en busca de los gemelos.[~]
CHARACTER_JITEN_56_3;[#ff368c79]Tiababil[/#][~]Bahamut proviene del mundo de los dragones soberanos, donde tan solo habitan seres cuyos poderes casi se pueden equiparar a los de una deidad. La mayoría de estos dragones soberanos son iracundos y vehementes, y en su sociedad, una de las más violentas del universo, solamente sobreviven los más fuertes. En dicho mundo existen 16 seres cuyo poder es superior al de los demás, entre ellos Tiababil, uno de los heptarcas de Grymoire, y Brandelis, que pasó a ser un caballero Exnueve. Tiababil se enfureció al enterarse de que Brandelis se hacía llamar rey de Bahamut, pues, en su opinión, la pugna por el dominio del mundo de los dragones soberanos aún está en curso. Si se le pregunta a Brandelis al respecto, lo más probable es que se encoja de hombros y no le dé importancia.[~]
CHARACTER_JITEN_56_4;[#ff368c79]El nombre de Brandelis[/#][~]Brandelis era el nombre que tenía en el mundo de los dragones soberanos, mientras que el nombre del humano con el que se fusionó era Efrawg. Y hablando de nombres, Pellinore y Segwarides son nombres de eidolones, pero los humanos con los que se fusionaron se llamaban, respectivamente, Pwyll y Epona. Si se tienen en cuenta sus nombres finales, parece que muestran mayor predilección por los eidolones que por los humanos. Quizá eso explique por qué Pellinore, antes de su combate contra Eiko, le preguntara a Fenril si estaba dispuesto a luchar contra ella. En teoría, Pellinore es un esper de mayor rango que Fenril, por lo que este último tendría que obedecerla... Pero lo cierto es que no se sabe con certeza qué queda de su identidad.
CHARACTER_JITEN_57_VOICEACTOR;Voz inglesa por Bob Joles[~]Voz japonesa por Kiyoshi Kobayashi
CHARACTER_JITEN_57_ORIGINAL;Primera aparición (como invocación)[~]Final Fantasy III
CHARACTER_JITEN_57_1;[#ff368c79]Jinete espadachín[/#][~]Odín, otro de los personajes que tienen solera en la saga Final Fantasy, ha aparecido en casi todos los títulos como invocación. Su Sable justiciero puede atravesar lo que sea y a quien sea, y no se separa nunca de su fiel montura, Sleipnir. Su personaje es tan popular que ha protagonizado alguna pequeña historia secundaria en otros títulos.[~]
CHARACTER_JITEN_57_2;[#ff368c79]Características en Grymoire[/#][~]Este jinete, a lomos de Sleipnir, forma parte de los heptarcas y recorre el mundo en busca de un rival digno que sea capaz de defenderse de su Sable justiciero.[~]
CHARACTER_JITEN_57_3;"[#ff368c79]Carácter bélico[/#][~]La búsqueda de poderosos guerreros contra los que enfrentarse es una constante en la vida de Odín, tanto que es casi una obsesión
CHARACTER_JITEN_58_VOICEACTOR;Voz inglesa por Robin Atkin Downes[~]Voz japonesa por Kazuhiro Yamaji
CHARACTER_JITEN_58_ORIGINAL;Primera aparición (como invocación)[~]Final Fantasy VIII
CHARACTER_JITEN_58_1;[#ff368c79]Diablo diabólico[/#][~]A diferencia de otros heptarcas, Diablo es relativamente nuevo en el universo de Final Fantasy, pero su temible y demoniaca apariencia hace de él un enemigo formidable. No es de extrañar que siga apareciendo en diversos títulos en el futuro.[~]
CHARACTER_JITEN_58_2;[#ff368c79]Características en Grymoire[/#][~]Este heptarca, de apariencia demoniaca pero resultona, controla los sueños por lo que resulta un adversario temible.[~]
CHARACTER_JITEN_58_3;[#ff368c79]Un astuto enemigo[/#][~]Diablo se desliza en el interior del subconsciente de las personas e invade sus mentes, de forma que puede conocer sus miedos y sus secretos ocultos, así como alterar los recuerdos. Sus métodos son astutos y cuando uno se da cuenta de lo que ocurre suele ser demasiado tarde. Es el típico adversario contra el que nadie quiere enfrentarse. Aprovechó la época de terror de la díada demoniaca para provocar el caos e infundir miedo. A diferencia de otras calamidades, no hay registro de los estragos que él causó: las ciudades que sufrieron su terror quedaron reducidas a ruinas habitadas por muertos vivientes.[~]
